matrícula,período,disciplina,créditos,turma,grau,sit.final,professor 
0612558,20092,ZAB1614,4,IAG,5.5,AP,Alejandro Pan
0612558,20092,KQQ1804,4,STN,,CL,Antonio Xiong
0612558,20092,DOI1181,4,BFR,6.6,AP,Albert Larson
0612558,20092,DZV1691,3,CYS,,CD,Hannah Davis
0612558,20101,QYI1062,2,SQE,6.9,AP,Jacob Mosley
0612558,20101,QZH1682,4,ISQ,7.6,AP,Raymond Goheen
0612558,20101,TGG1649,4,ISQ,1.1,RM,Lashaundra Pena
0612558,20101,AMP1538,4,BFR,5.1,AP,Deandre Hoang
0612558,20101,OGJ1002,4,IAG,6.3,AP,Jordan Carrillo Aguirre
0612558,20101,FTT1655,4,IAG,,CL,Ryan Kascak
0612558,20101,DZV1691,3,CYS,,CD,Hannah Davis
0612558,20102,YLN1319,2,OOI,2.5,RM,Jelani Zavala
0612558,20102,TGG1649,4,ISQ,2.3,RM,Toua Kang
0612558,20102,WNC1771,4,IAG,,CL,Marcus Kim
0612558,20102,FTT1655,4,IAG,3.5,RM,Cody Robinson
0612558,20102,OUT1489,4,IAG,,CL,Matthew Thesz
0612558,20102,DZV1691,3,SLM,,CL,Ruby Willingham
0612558,20111,YLN1319,2,NQT,,CD,Michael Curry
0612558,20111,XTE1459,2,OOI,,CL,Brittney Medina
0612558,20111,TGG1649,4,ISQ,4.6,RM,Lashaundra Pena
0612558,20111,WNC1771,4,IAG,5,AP,Marcus Kim
0612558,20111,FTT1655,4,IAG,5.9,AP,Cody Robinson
0612558,20111,EFJ1215,4,IAG,7,AP,Janet Mayo
0612558,20111,IMT1945,4,IAG,7.4,AP,Jordan Carrillo Aguirre
0612558,20112,XTE1459,2,OOI,6.3,AP,Brittney Medina
0612558,20112,DSB1025,2,OOI,,CD,Frankie Chandramouli
0612558,20112,TGG1649,4,ISQ,5,AP,Lashaundra Pena
0612558,20112,OUT1489,4,IAG,5.3,AP,Alejandro Pan
0612558,20112,OUT1489,4,WZI,,CA,NA
0612558,20112,DZV1691,3,CYS,1.6,RM,Meriah Houlihan
0612558,20112,DZV1691,3,ODK,,CD,Ruby Willingham
0612558,20121,YLN1319,2,SJU,,CD,Michael Curry
0612558,20121,YLN1319,2,QNJ,,CL,Michael Curry
0612558,20121,QRJ1943,4,OOI,5,AP,Brandon La
0612558,20121,ZUA1290,6,ISQ,3.5,RM,Toua Kang
0612558,20121,LCX1999,2,ISQ,7.6,AP,Toua Kang
0612558,20122,NUB1747,4,IMX,10,AP,Nahom Hume
0612558,20122,DSB1025,2,OOI,6.5,AP,Frankie Chandramouli
0612558,20122,ZUA1290,6,ISQ,1.3,RM,Toua Kang
0612558,20122,VQP1780,4,IAG,,CL,Hunter Simmons
0612558,20122,PGM1838,4,PBV,8.4,AP,Martha Holguin
0612558,20131,EIZ1844,4,TQA,6.5,AP,Calida Williams-Mccarther
0612558,20131,ZUA1290,6,ISQ,5.6,AP,Toua Kang
0612558,20131,PBJ1031,4,IAG,4.8,RM,Gerardo Nguyen
0612558,20131,HNV1490,4,VWE,9.3,AP,Collin Olguin
0612558,20131,RLK1651,2,IAG,,CL,Rhaeanna Bustos-Luevano
0612558,20131,DZV1691,3,ODK,5,AP,Ruby Willingham
0612558,20132,BVC1700,4,QSX,10,AP,Nicolas Park
0612558,20132,XOA1296,4,ISQ,5.7,AP,Patrick Sayeed
0612558,20132,OLC1422,3,ISQ,9.7,AP,Patrick Sayeed
0612558,20132,VQP1780,4,IAG,3.7,RM,Hunter Simmons
0612558,20132,RLK1651,2,IAG,10,AP,Giovanni Kim
0612558,20132,QQB1190,6,STN,5.6,AP,Tony Gonzales
0612196,20061,AZB1132,2,UKE,8.1,AP,Alexxis Stevens
0612196,20061,WRC1627,4,VSQ,6.7,AP,Giovanni Kim
0612196,20061,WWW1814,5,VSQ,6,AP,Isaiah Lark
0612196,20061,HXZ1743,2,VSQ,6,AP,Alsunbayar Martinez
0612196,20061,HBF1988,4,VSQ,8.7,AP,Janetta Kynard
0612196,20062,QNI1752,4,QBW,8.2,AP,Sumeet Lovato
0612196,20062,IEB1402,4,SCP,5.3,AP,Joseph Chapman
0612196,20062,GSN1973,2,XOG,9.8,AP,Deandre Hoang
0612196,20062,GSN1973,2,UPY,,CD,Nicholas Narang
0612196,20062,WJB1342,4,BAX,5.9,AP,Dashawn Stephens
0612196,20062,MWH1377,5,YZA,,CD,Odalys Rosales Gomez
0612196,20062,MWH1377,5,UPY,5.4,AP,Alsunbayar Martinez
0612196,20062,AKJ1977,4,YZA,,CL,Ruby Willingham
0612196,20071,VRY1444,4,SQE,8,AP,Chelsea Turner
0612196,20071,XFW1558,4,BFR,4.1,RM,Tajeanna Velazquez Martinez
0612196,20071,ODX1244,2,AIU,8.6,AP,Tajeanna Velazquez Martinez
0612196,20071,ODX1244,2,BFR,,CJ,Tajeanna Velazquez Martinez
0612196,20071,XMM1516,2,WNV,,CD,Prisca Armbruster
0612196,20071,XMM1516,2,PXS,6.9,AP,Alicia Martinez
0612196,20071,KSK1537,4,XOG,5,AP,Malia Williams
0612196,20071,AKJ1977,4,SSC,5,AP,Albert Larson
0612196,20072,AOR1164,2,POP,9.1,AP,Giovany Hornbuckle
0612196,20072,XFW1558,4,AIU,6,AP,Sophie Reyes Velasco
0612196,20072,HRK1317,4,BFR,1.2,RM,Joshua Tran
0612196,20072,DZV1691,3,CYS,,CL,Josephine Byrd
0612196,20072,DZV1691,3,SLM,,CD,Josephine Byrd
0612196,20072,FMS1407,3,UFI,7.7,AP,John Lofton
0612196,20072,DWU1433,4,UFI,5.4,AP,Giovanni Kim
0612196,20081,VPL1186,2,XGR,4.2,RM,Katelyn Daniels
0612196,20081,HWO1727,4,REB,0.9,RM,Elizabeth Olson
0612196,20081,AMP1538,4,YZA,1.6,RM,Laird Thomas
0612196,20081,QSJ1299,2,BAX,8.9,AP,Chelsie Garcia
0612196,20081,WVZ1249,2,TLO,9.3,AP,Jazmine Barrandey
0612196,20081,DOI1181,4,SCP,,CL,Chauncey Hrelja
0612755,20061,AZB1132,2,IWZ,6.4,AP,Sylvana Vela
0612755,20061,WRC1627,4,IWZ,5,AP,Giovanni Kim
0612755,20061,WWW1814,5,IWZ,4.6,RM,Sierra Roach
0612755,20061,HXZ1743,2,IWZ,4.6,RM,Grace Gonzales
0612755,20061,HBF1988,4,IWZ,8.3,AP,Alexandra Williams
0612755,20062,QNI1752,4,YEQ,,AT,Dennis Barnes
0612755,20062,XMM1516,2,JHH,,AT,Myardi Cerda
0612755,20062,WWW1814,5,VWA,,AT,Alsunbayar Martinez
0612755,20062,HXZ1743,2,TPC,,DT,Cameron Nguyen
0612755,20062,AKJ1977,4,BFR,,AT,William Gutierrez
0612755,20062,FMS1407,3,SCP,,AT,Sheyenne Malcolm
0612755,20062,FMS1407,3,HLB,,DT,Deztani Urban
0612755,20062,DWU1433,4,YZA,,AT,Dashick Garcia
0613 NA,20061,AZB1132,2,UKE,6.8,AP,Alexxis Stevens
0613 NA,20061,WRC1627,4,VSQ,6.9,AP,Giovanni Kim
0613 NA,20061,WWW1814,5,VSQ,5.3,AP,Isaiah Lark
0613 NA,20061,HXZ1743,2,VSQ,5.3,AP,Alsunbayar Martinez
0613 NA,20061,HBF1988,4,VSQ,6.3,AP,Janetta Kynard
0613 NA,20062,QNI1752,4,CGY,8.8,AP,Asima Fisher
0613 NA,20062,IEB1402,4,SCP,4.3,RM,Joseph Chapman
0613 NA,20062,GSN1973,2,XOG,6.6,AP,Deandre Hoang
0613 NA,20062,WJB1342,4,XOG,4.6,RM,Giovanni Kim
0613 NA,20062,XMM1516,2,TVQ,5.4,AP,Jazmine Neitenbach
0613 NA,20062,MWH1377,5,UPY,1.2,RM,Alsunbayar Martinez
0613 NA,20062,FMS1407,3,BFR,,CJ,Dashick Garcia
0613 NA,20062,DWU1433,4,SCP,3.6,RM,Robert Sanchez
0613 NA,20071,YMO1184,2,GZV,,CP,Diarra Cabello
0613 NA,20071,TBA1383,4,LGM,5.8,AP,Teresa Arriaga Bolanos
0613 NA,20071,IEB1402,4,AIU,6.8,AP,Joseph Chapman
0613 NA,20071,WJB1342,4,SCP,7.4,AP,Emi Sparks
0613 NA,20071,MWH1377,5,SCP,5.4,AP,Makda Anaya
0613 NA,20071,DWU1433,4,VWA,6.1,AP,Robert Sanchez
0613 NA,20072,HWO1727,4,REB,5.5,AP,Elizabeth Olson
0613 NA,20072,XFW1558,4,SCP,6.1,AP,Valerie Ford
0613 NA,20072,ODX1244,2,SCP,8.2,AP,Jeong Min Gallegos
0613 NA,20072,ECS1920,4,XOG,5.4,AP,Ondrey Mendoza
0613 NA,20072,KSK1537,4,YZA,4.6,RM,Malia Williams
0613 NA,20072,AKJ1977,4,HLB,5.2,AP,Roman Asakawa
0613 NA,20081,HOW1491,2,CLF,5.3,AP,Janet Mayo
0613 NA,20081,HCV1283,4,CLF,2.4,RM,Jenny Donnel
0613 NA,20081,FTT1655,4,IAG,5.1,AP,Mariah Martinez
0613 NA,20081,DOI1181,4,SCP,1.8,RM,Chauncey Hrelja
0613 NA,20081,OBK1818,4,XOG,5.1,AP,Albert Larson
0613 NA,20081,OKQ1453,2,UFI,6.9,AP,Sheyenne Malcolm
0613 NA,20082,VRY1444,4,WNF,7,AP,Edwin Shea
0613 NA,20082,AMP1538,4,XOG,1,RM,Laird Thomas
0613 NA,20082,QSJ1299,2,UPY,5.8,AP,Zuriel Blanchard
0613 NA,20082,HCV1283,4,IAG,3.8,RM,Ahmed Hoang
0613 NA,20082,DOI1181,4,AIU,2.9,RM,Kaitlyn Sylvester
0613 NA,20082,DZV1691,3,SLM,4.5,RM,Kayanna Banuelos Hernandez
0613 NA,20091,AOR1164,2,WMH,9.5,AP,Emily Grady
0613 NA,20091,AMP1538,4,YZA,1.5,RM,Makda Anaya
0613 NA,20091,HCV1283,4,IAG,5.8,AP,Ahmed Hoang
0613 NA,20091,RXL1676,4,CLF,3.5,RM,Alicia Caballero
0613 NA,20091,DOI1181,4,AIU,5,AP,Roman Asakawa
0613 NA,20091,DZV1691,3,SLM,5.3,AP,Hannah Davis
0613 NA,20092,YLN1319,2,OOI,3.5,RM,Jelani Zavala
0613 NA,20092,LOU1757,4,CPO,5.3,AP,Eileen Killen
0613 NA,20092,TGG1649,4,DDY,0.4,RM,Lashaundra Pena
0613 NA,20092,AMP1538,4,AIU,5.2,AP,Ahmed Lasalle
0613 NA,20092,RXL1676,4,CLF,5.1,AP,Alicia Caballero
0613 NA,20092,ZAB1614,4,IAG,5,AP,Alejandro Pan
0613 NA,20101,QYI1062,2,NLS,7,AP,Jacob Mosley
0613 NA,20101,YLN1319,2,QNJ,5.5,AP,Jelani Zavala
0613 NA,20101,YLN1319,2,NQT,,CJ,Michael Curry
0613 NA,20101,TGG1649,4,ISQ,1.1,RM,Lashaundra Pena
0613 NA,20101,MDJ1269,4,ISQ,,CJ,Erin Ortiz Lopez
0613 NA,20101,OGJ1002,4,IAG,3.2,RM,Jordan Carrillo Aguirre
0613 NA,20101,EFJ1215,4,IAG,3.3,RM,Jenny Donnel
0613 NA,20101,OUT1489,4,IAG,,CL,Marina-Ashley Greene
0613 NA,20102,XTE1459,2,OOI,5.1,AP,Brittney Medina
0613 NA,20102,QRJ1943,4,ISQ,0.5,RM,Jasmine Suazo
0613 NA,20102,TGG1649,4,ISQ,2.1,RM,Toua Kang
0613 NA,20102,OGJ1002,4,IAG,5,AP,Jordan Carrillo Aguirre
0613 NA,20102,WNC1771,4,IAG,,CL,Marcus Kim
0613 NA,20102,WVZ1249,2,GXE,8.8,AP,Tanishia Lynch
0613 NA,20111,QRJ1943,4,ISQ,0.4,RM,Jasmine Suazo
0613 NA,20111,TGG1649,4,ISQ,1.4,RM,Lashaundra Pena
0613 NA,20111,WNC1771,4,IAG,,CL,Marcus Kim
0613 NA,20111,VQP1780,4,IAG,,CL,Hunter Simmons
0613 NA,20112,TGG1649,4,ISQ,5.4,AP,Lashaundra Pena
0613 NA,20112,VQP1780,4,IAG,,CL,Hunter Simmons
0613 NA,20112,OUT1489,4,IAG,1,RM,Alejandro Pan
0613 NA,20112,OUT1489,4,CLF,,CD,Berea Rojas-Dominquez
0613 NA,20112,ZAA1039,4,UFX,6.8,AP,Jeremiah Park
0613 NA,20121,ZUA1290,6,ISQ,0.9,RM,Toua Kang
0613 NA,20121,LCX1999,2,ISQ,3.3,RM,Toua Kang
0613 NA,20121,GWN1997,4,IAG,6.2,AP,Manuel Tat
0613 NA,20121,OUT1489,4,IAG,7.3,AP,Alejandro Pan
0613 NA,20121,HNV1490,4,VWE,5.8,AP,Collin Olguin
0613 NA,20121,QQB1190,6,HYP,6.8,AP,Alexyss Romero
0613 NA,20122,ZUA1290,6,ISQ,0.4,RM,Toua Kang
0613 NA,20122,LCX1999,2,ISQ,4,RM,Toua Kang
0613 NA,20122,GVF1189,3,SJU,3.4,RM,Katherine Kendrick
0613 NA,20122,TBN1198,4,IAG,8.7,AP,Animoan Brown
0613 NA,20122,WNC1771,4,IAG,,CL,Marcus Kim
0613 NA,20122,KLA1604,6,STN,6.8,AP,Alexyss Romero
0613 NA,20131,ZUA1290,6,ISQ,0,RM,Toua Kang
0613 NA,20131,LCX1999,2,ISQ,5,AP,Toua Kang
0613 NA,20131,JVG1809,3,SJU,7,AP,William Hansen
0613 NA,20131,VQP1780,4,IAG,0,RM,Hunter Simmons
0613 NA,20131,VJU1267,4,RQZ,9.4,AP,Kristiana Saldivar
0613 NA,20131,PGM1838,4,OYQ,8.3,AP,Anne Diaz
0613 NA,20132,DSB1025,2,QNJ,3.7,RM,Timothy Holt-Middleton
0613 NA,20132,ZUA1290,6,ISQ,0.9,RM,Toua Kang
0613 NA,20132,WNC1771,4,IAG,0,RM,Marcus Kim
0613 NA,20132,VQP1780,4,IAG,0,RM,Hunter Simmons
0613444,20061,AZB1132,2,VSQ,7,AP,Hervey Tindal
0613444,20061,WRC1627,4,WXA,7.3,AP,Jason Warren
0613444,20061,WWW1814,5,WXA,3.2,RM,Romello Phan
0613444,20061,HXZ1743,2,WXA,3.2,RM,Grace Gonzales
0613444,20061,FMS1407,3,WXA,,CA,Dashick Garcia
0613444,20061,FMS1407,3,VSQ,6.2,AP,Adrienne Reyes-Hernandez
0613444,20061,DWU1433,4,VSQ,5,AP,Adrienne Reyes-Hernandez
0613444,20062,XMM1516,2,FSN,7,AP,Myardi Cerda
0613444,20062,WWW1814,5,VWA,5.9,AP,Alsunbayar Martinez
0613444,20062,AKJ1977,4,XOG,,CL,Hannah Davis
0613444,20062,HBF1988,4,BFR,9.8,AP,Alexandra Williams
0613444,20071,TBA1383,4,LGM,6.5,AP,Teresa Arriaga Bolanos
0613444,20071,IEB1402,4,SCP,6.6,AP,Rebecca Savage Jr
0613444,20071,GSN1973,2,BFR,7.9,AP,Sophie Reyes Velasco
0613444,20071,WJB1342,4,SCP,,CL,Emi Sparks
0613444,20071,MWH1377,5,XOG,5,AP,Orlando Young
0613444,20072,XFW1558,4,SCP,5,AP,Valerie Ford
0613444,20072,ODX1244,2,SCP,9.5,AP,Jeong Min Gallegos
0613444,20072,KSK1537,4,BFR,7.5,AP,Pedro Baliga
0613444,20072,AKJ1977,4,HLB,5.5,AP,Roman Asakawa
0613444,20072,VMN1629,3,VSJ,5,AP,Dashick Garcia
0613444,20072,TTQ1828,3,VSJ,9,AP,Adrienne Reyes-Hernandez
0613444,20081,QNI1752,4,RDU,8.5,AP,Jung Johnston
0613444,20081,AMP1538,4,AIU,0.8,RM,Ahmed Lasalle
0613444,20081,QSJ1299,2,HLB,8.2,AP,Deandre Hoang
0613444,20081,MKK1957,4,AIU,8.3,AP,Mariah Martinez
0613444,20081,TBT1498,4,SCP,7.2,AP,Joshua Tran
0613444,20081,CCM1119,3,VSJ,,CL,Ameilia Martinez
0613444,20081,GLA1390,3,VSJ,,CL,Ameilia Martinez
0613444,20082,VRY1444,4,KWD,9,AP,Leslye Rodriguez
0613444,20082,AMP1538,4,XOG,5.8,AP,Laird Thomas
0613444,20082,LBG1213,4,YZA,,CL,Jaime Smrekar
0613444,20082,GOZ1785,4,IAG,5.1,AP,Cody Robinson
0613444,20082,ZAB1614,4,IAG,7.9,AP,Alejandro Pan
0613444,20082,WVZ1249,2,GXE,5.5,AP,Jazmine Barrandey
0613444,20091,AOR1164,2,SPM,,CL,Dennis Barnes
0613444,20091,YLN1319,2,NAD,7.2,AP,Michael Curry
0613444,20091,DSB1025,2,XGR,5.5,AP,Frankie Chandramouli
0613444,20091,LBG1213,4,XOG,8.7,AP,Jonathan Coutu
0613444,20091,DOI1181,4,SCP,5,AP,Josephine Byrd
0613444,20091,DZV1691,3,CYS,6.2,AP,Hannah Davis
0613444,20092,LOU1757,4,CPO,7.1,AP,Eileen Killen
0613444,20092,TGG1649,4,DDY,6,AP,Lashaundra Pena
0613444,20092,HCV1283,4,IAG,8.7,AP,Ahmed Hoang
0613444,20092,RXL1676,4,IAG,5.8,AP,Angel Ramirez-Ramirez
0613444,20092,FTT1655,4,IAG,,CL,Gerardo Nguyen
0613444,20101,AOR1164,2,SSN,9,AP,Edwin Shea
0613444,20101,XTE1459,2,QNJ,5.2,AP,Brandon La
0613444,20101,ZUA1290,6,ISQ,,CL,Toua Kang
0613444,20101,LCX1999,2,ISQ,,CL,Toua Kang
0613444,20101,WDC1081,3,SJU,9,AP,William Hansen
0613444,20101,FTT1655,4,IAG,7,AP,Ryan Kascak
0613444,20101,EFJ1215,4,IAG,6.8,AP,Jenny Donnel
0613444,20102,QYI1062,2,NLS,8.3,AP,Jacob Mosley
0613444,20102,ZUA1290,6,ISQ,5,AP,Toua Kang
0613444,20102,LCX1999,2,SJU,6,AP,Toua Kang
0613444,20102,JVG1809,3,ISQ,,CL,William Hansen
0613444,20102,OGJ1002,4,IAG,5,AP,Jordan Carrillo Aguirre
0613444,20102,WNC1771,4,IAG,5.5,AP,Marcus Kim
0613444,20111,XOA1296,4,ISQ,6.1,AP,Patrick Sayeed
0613444,20111,OLC1422,3,SJU,8.1,AP,Patrick Sayeed
0613444,20111,MDJ1269,4,ISQ,5.7,AP,Erin Ortiz Lopez
0613444,20111,GUO1361,2,CLF,,CL,Ahmed Hoang
0613444,20111,AHR1808,4,IAG,5.6,AP,Brooke Gilbert
0613444,20111,OUT1489,4,CLF,,CL,Berea Rojas-Dominquez
0613444,20111,NTT1528,2,CLF,,CD,Dana Martizna
0613444,20112,QRJ1943,4,SJU,,CL,Brandon La
0613444,20112,QEI1217,4,ISQ,5.9,AP,Patrick Sayeed
0613444,20112,LES1454,4,ISQ,1.1,RM,Chelsea Dominguez
0613444,20112,VQP1780,4,IAG,0.6,RM,Hunter Simmons
0613444,20112,OUT1489,4,IAG,5.8,AP,Alejandro Pan
0613444,20112,IMT1945,4,IAG,,CL,Jordan Carrillo Aguirre
0613444,20121,QRJ1943,4,OOI,5.7,AP,Brandon La
0613444,20121,XJD1746,2,ISQ,8,AP,Marcus Kim
0613444,20121,JIA1854,5,ISQ,8.7,AP,Raymond Goheen
0613444,20121,LES1454,4,ISQ,6.5,AP,Chelsea Dominguez
0613444,20121,JVG1809,3,SJU,7.8,AP,William Hansen
0613444,20121,PRA1665,4,IAG,7.3,AP,Manuel Tat
0613444,20122,YJL1484,4,FZD,6.3,AP,Grace Adams
0613444,20122,QTR1759,2,ISQ,0,RM,Marcus Kim
0613444,20122,DVE1554,1,ISQ,,CP,Manuel Dang
0613444,20122,SPN1102,2,ISQ,7.8,AP,William Hansen
0613444,20122,ZKO1742,4,IAG,5.3,AP,Carsen Williams
0613444,20122,VQP1780,4,IAG,4.1,RM,Hunter Simmons
0613444,20122,AGD1579,4,ALD,6.5,AP,Jalynn Aguilera
0613444,20122,UFQ1165,4,DYN,8.5,AP,Larice Ngo
0613444,20131,QTR1759,2,ISQ,0,RF,Marcus Kim
0613444,20131,VQP1780,4,IAG,6.3,AP,Hunter Simmons
0613444,20132,QTR1759,2,ISQ,0,RM,Marcus Kim
0613281,20061,AZB1132,2,KZH,5.9,AP,Alexxis Stevens
0613281,20061,WRC1627,4,KZH,6.4,AP,Joanne Stewart III
0613281,20061,WWW1814,5,KZH,5,AP,Jade Quiroga
0613281,20061,HXZ1743,2,KZH,5,AP,Jade Quiroga
0613281,20061,HBF1988,4,KZH,7,AP,Alexandra Williams
0613281,20062,HWO1727,4,REB,,LT,Elizabeth Olson
0613281,20062,IEB1402,4,SCP,,AT,Joseph Chapman
0613281,20062,GSN1973,2,XOG,,AT,Deandre Hoang
0613281,20062,MWH1377,5,UPY,,AT,Alsunbayar Martinez
0613281,20062,AKJ1977,4,XOG,,LT,Hannah Davis
0613281,20062,FMS1407,3,UPY,,LT,Adrienne Reyes-Hernandez
0613281,20071,KBR1233,2,GQW,,AT,Alyssa Lackey
0613281,20071,YIH1531,2,XPZ,,AT,Brandon Markham
0613281,20071,YSG1092,3,ZOD,,AT,Briana Drake
0613258,20061,AZB1132,2,UKE,,AT,Alexxis Stevens
0613258,20061,WRC1627,4,VSQ,,AT,Giovanni Kim
0613258,20061,WWW1814,5,VSQ,,AT,Isaiah Lark
0613258,20061,HXZ1743,2,VSQ,,AT,Alsunbayar Martinez
0613258,20061,HBF1988,4,VSQ,,AT,Janetta Kynard
0613258,20062,AZB1132,2,KZH,8.3,AP,Mariah Martinez
0613258,20062,AZB1132,2,QGI,,CA,Hannah Lopez
0613258,20062,WRC1627,4,OMD,6.9,AP,Kelly Chambers
0613258,20062,WWW1814,5,TPC,7.6,AP,Cameron Nguyen
0613258,20062,HXZ1743,2,UFI,7.4,AP,Pinkan Hill
0613258,20062,HBF1988,4,KZH,6.2,AP,Janetta Kynard
0613258,20071,IEB1402,4,AIU,4.2,RM,Joseph Chapman
0613258,20071,GSN1973,2,BFR,7.1,AP,Sophie Reyes Velasco
0613258,20071,WJB1342,4,AIU,7.2,AP,Luz Hernandez
0613258,20071,NPP1979,2,IAG,7,AP,Cody Robinson
0613258,20071,MWH1377,5,YZA,2.3,RM,Maria Guadalupe Aragon
0613258,20071,FMS1407,3,UFI,6.2,AP,Saarang Jones Jr
0613258,20071,DWU1433,4,UFI,1.2,RM,Robert Sanchez
0613258,20072,IEB1402,4,AIU,5.7,AP,Rebecca Savage Jr
0613258,20072,ECS1920,4,AIU,6,AP,Hung Mora
0613258,20072,MWH1377,5,SHL,5,AP,James Huynh
0613258,20081,HWO1727,4,REB,0.6,RM,Elizabeth Olson
0613258,20081,XFW1558,4,AIU,0.8,RM,Jourdayn Birch
0613258,20081,ODX1244,2,XOG,1.5,RM,Syanne Reyes-Valenzuela
0613258,20081,HCV1283,4,CLF,0.3,RM,Jenny Donnel
0613258,20081,XMM1516,2,EGS,,CD,Hannah Martinez
0613258,20081,OBK1818,4,HLB,0.2,RM,Wesley Tangri
0613258,20081,AKJ1977,4,SHL,,CL,Roman Asakawa
0613258,20082,XFW1558,4,BFR,5.3,AP,Valerie Ford
0613258,20082,ODX1244,2,YZA,7.8,AP,Joanne Stewart III
0613258,20082,GOZ1785,4,CLF,5.9,AP,Ryan Kascak
0613258,20082,OBK1818,4,SHL,5.7,AP,Lan Clark
0613258,20082,DWU1433,4,KZH,,CL,Jaida Ledesma
0613258,20091,QNI1752,4,OLC,6.3,AP,Dominic Banchongchith
0613258,20091,AMP1538,4,YZA,0,RM,Makda Anaya
0613258,20091,QSJ1299,2,HLB,5.8,AP,Joanne Stewart III
0613258,20091,HCV1283,4,IAG,,CL,Ahmed Hoang
0613258,20091,DOI1181,4,UPY,,CL,Chauncey Hrelja
0613258,20091,AKJ1977,4,GGR,0.8,RM,Vincent Ospina
0613258,20092,VRY1444,4,SPM,8.2,AP,Emily Grady
0613258,20092,AMP1538,4,SCP,,CL,Makda Anaya
0613258,20092,HCV1283,4,CLF,6.6,AP,Ivan Hoang
0613258,20092,WVZ1249,2,KHX,7,AP,Tanishia Lynch
0613258,20092,XMM1516,2,WNV,8.8,AP,Elexes Arellano
0613258,20092,AKJ1977,4,UKE,0.8,RM,Chigozie Jain
0613258,20101,AHR1808,4,CLF,,CA,Brooke Gilbert
0613258,20101,AHR1808,4,WZI,6.9,AP,Micah Cortez Ballesteros
0613258,20101,FTT1655,4,IAG,9.2,AP,Ryan Kascak
0613258,20101,ZAB1614,4,IAG,7.7,AP,Alejandro Pan
0613258,20101,AKJ1977,4,GGR,7.8,AP,Hannah Davis
0613258,20102,YLN1319,2,ISQ,,CL,Michael Curry
0613258,20102,PKS1273,4,ISQ,,CL,Raymond Goheen
0613258,20102,AMP1538,4,YZA,,CL,Todd Reynolds
0613258,20102,RXL1676,4,CLF,6,AP,Alicia Caballero
0613258,20102,DOI1181,4,HLB,0.8,RM,Roman Asakawa
0613258,20102,DZV1691,3,CYS,1.4,RM,Hannah Davis
0613258,20111,XTE1459,2,SJU,6.6,AP,Brittney Medina
0613258,20111,AMP1538,4,SCP,5,AP,Makda Anaya
0613258,20111,DOI1181,4,YZA,5.2,AP,Roman Asakawa
0613258,20112,AOR1164,2,AZB,9.8,AP,Asima Fisher
0613258,20112,YLN1319,2,OOI,,CL,Jelani Zavala
0613258,20112,LOU1757,4,SJU,,CL,Erin Ortiz Lopez
0613258,20112,TGG1649,4,ISQ,0.7,RM,Lashaundra Pena
0613258,20112,OGJ1002,4,IAG,6.1,AP,Ahmed Hoang
0613258,20121,DSB1025,2,SJU,,CD,Frankie Chandramouli
0613258,20121,TGG1649,4,ISQ,5,AP,Lashaundra Pena
0613258,20121,OUT1489,4,IAG,8.8,AP,Alejandro Pan
0613258,20121,UFQ1165,4,DYN,9,AP,Larice Ngo
0613258,20121,KAE1674,4,DYN,7.5,AP,Unikka Arana
0613258,20121,DWU1433,4,UFI,0.9,RM,Gina Mills
0613258,20122,YLN1319,2,SJU,,CL,Michael Curry
0613258,20122,DSB1025,2,OOI,1,RM,Frankie Chandramouli
0613258,20122,ZUA1290,6,ISQ,1,RM,Toua Kang
0613258,20122,LCX1999,2,ISQ,3.7,RM,Toua Kang
0613258,20122,VQP1780,4,IAG,4.6,RM,Hunter Simmons
0613258,20122,CSH1051,4,LGT,9.3,AP,Colin Vigil
0613258,20122,KQR1812,4,DYN,7.9,AP,Unikka Arana
0613258,20131,DSB1025,2,OOI,0,RM,Frankie Chandramouli
0613258,20131,ZUA1290,6,ISQ,,CL,Toua Kang
0613258,20131,LCX1999,2,ISQ,,CL,Toua Kang
0613258,20131,VQP1780,4,IAG,,CL,Hunter Simmons
0613794,20061,AZB1132,2,AIU,,AT,Giovanni Kim
0613794,20061,KFS1369,4,AIU,,AT,Sophie Reyes Velasco
0613794,20061,GNR1825,2,AIU,,AT,Corey Qi
0613794,20061,KCQ1862,5,AIU,,AT,Andrea Otero
0613794,20061,AKJ1977,4,AIU,,AT,Stephanie Hughes
0613794,20061,FMS1407,3,AIU,,AT,My Lucero
0613794,20061,DWU1433,4,AIU,,AT,Robert Sanchez
0613794,20062,AZB1132,2,KZH,5.3,AP,Mariah Martinez
0613794,20062,AZB1132,2,BMP,,CA,Wenda Serrato
0613794,20062,KFS1369,4,SCP,1.3,RM,Rebecca Savage Jr
0613794,20062,GNR1825,2,SCP,7.4,AP,Rebecca Savage Jr
0613794,20062,LMF1735,5,YZA,4.1,RM,Lael Barnes
0613794,20062,AKJ1977,4,YZA,0.9,RM,Ruby Willingham
0613794,20062,FMS1407,3,YZA,6.5,AP,Justin Adhikari
0613794,20062,DWU1433,4,SCP,5.2,AP,Robert Sanchez
0613794,20071,QNI1752,4,POP,0,RM,Rebecca Brown
0613794,20071,HWO1727,4,KUJ,0,RM,Elizabeth Olson
0613794,20071,KFS1369,4,SSC,1,RM,Aaliyah Plascencia
0613794,20071,WJB1342,4,YZA,0,RF,Brooke Gilbert
