matrícula,período,disciplina,créditos,turma,grau,sit-final,professor
1212439,20132,INF1301,4,3WB,10,AP,FLAVIO HELENO BEVILACQUA E SILVA
1212439,20132,INF1631,4,3WA,7.8,AP,RUY LUIZ MILIDIU
1212439,20132,INF1715,4,3WA,,CL,ROBERTO IERUSALIMSCHY
1212439,20132,INF1761,4,3WA,9.4,AP,MARCELO GATTASS
1212439,20141,ADM1019,4,2WA,6.2,AP,RICARDO NOLLA RUIZ
1212439,20141,CRE1141,2,7TI,,CD,CELSO PINTO CARIAS
1212439,20141,CRE1141,2,7TZ,9.3,AP,EVA APARECIDA REZENDE DE MORAES
1212439,20141,INF1016,4,3WA,8.5,AP,EDWARD HERMANN HAEUSLER
1212439,20141,INF1019,4,3WA,8.3,AP,MARKUS ENDLER
1212439,20141,INF1377,4,3WA,,CD,JULIO CESAR SAMPAIO DO PRADO LEITE
1212439,20141,INF1608,4,3WA,,CL,THEREZINHA SOUZA DA COSTA
1212439,20141,INF1636,4,3WA,9,AP,ARES
1212439,20141,INF1721,4,3WA,6.5,AP,EDUARDO SANY LABER
1212439,20141,INF1721,4,3WB,,CD,RAUL PIERRE RENTERIA
1212439,20142,CRE1172,2,7TC,6.8,AP,JOAO ANTONIO SILVEIRA LINS SUCUPIRA
1212439,20142,ENG1400,4,3VA,,CL,ANA MARIA BELTRAN PAVANI
1212439,20142,INF1011,4,3WA,8.1,AP,ROBERTO IERUSALIMSCHY
1212439,20142,INF1013,4,3WA,8.7,AP,ARES
1212439,20142,INF1014,1,3WA,9.5,AP,ANA CAROLINA LETICHEVSKY
1212439,20142,INF1406,4,3WA,,CD,CARLOS EDUARDO LARA AUGUSTO
1212439,20142,INF1771,4,3WA,10,AP,EDIRLEI EVERSON SOARES DE LIMA
1212439,20142,INF1804,4,3WA,,CD,MARKUS ENDLER
1212439,20142,INF1805,4,3WA,9.8,AP,NOEMI DE LA ROCQUE RODRIGUEZ
1212014,20121,ENG1000,2,33A,7.5,AP,HUGO FUKS
1212014,20121,FIS1025,4,33S,6.9,AP,ROSANE RIERA FREIRE
1212014,20121,MAT1157,6,33S,3.9,RM,DEBORA FREIRE MONDAINI
1212014,20121,QUI1709,2,33S,8.1,AP,FATIMA VENTURA PEREIRA MEIRELLES
1212014,20121,QUI1720,4,33R,6.4,AP,FATIMA VENTURA PEREIRA MEIRELLES
1212014,20122,INF1005,4,33K,9.6,AP,HELIO CORTES VIEIRA LOPES
1212014,20122,INF1009,4,3WB,5.9,AP,HORISTA A CONTRATAR
1212014,20122,MAT1157,6,33K,6.8,AP,MIGUEL ADRIANO KOILLER SCHNOOR
1212014,20122,MAT1200,4,33T,5.8,AP,DEBORA FREIRE MONDAINI
1212014,20131,CRE1100,4,7TM,8.7,AP,IONE BORGES FERREIRA VICENTE
1212014,20131,ENG1003,2,33E,7.9,AP,RONALDO RODRIGUES BASTOS
1212014,20131,FIL1211,4,1NA,,CD,REMO MANNARINO FILHO
1212014,20131,FIS1026,4,33C,6.7,AP,DANIEL ACOSTA AVALOS
1212014,20131,FIS1027,2,33A,7,AP,ROSANE RIERA FREIRE
1212014,20131,INF1007,4,33F,9.2,AP,JOISA DE SOUZA OLIVEIRA
1212014,20131,INF1012,2,3WA,8.9,AP,ARES
1212014,20131,INF1626,4,3WB,9,AP,ROBERTO IERUSALIMSCHY
1212014,20131,JUR1016,2,23C,10,AP,IRMA ALMEIDA KLAUTAU DE ARAUJO
1212014,20131,MAT1158,6,33A,4.2,RM,LUCIANA ARRUDA DE OLIVEIRA FREIRE
1212014,20132,ENG1015,2,33B,,CL,RAUL ALMEIDA NUNES
1212014,20132,FIS1041,4,33C,,CL,DANIEL ACOSTA AVALOS
1212014,20132,FIS1042,2,33A,,CL,DANIEL SOARES VELASCO
1212014,20132,INF1010,4,3WB,7.5,AP,MARCUS VINICIUS S P DE ARAGAO
1212014,20132,INF1018,4,3WA,7.9,AP,ANA LUCIA DE MOURA
1212014,20132,INF1301,4,3WA,,CL,ALESSANDRO FABRICIO GARCIA
1212014,20132,INF1631,4,3WB,7.6,AP,DAVID SOTELO PINHEIRO DA SILVA
1212014,20132,MAT1158,6,33R,5.1,AP,CARLOS FREDERICO BORGES PALMEIRA
1212014,20141,CRE1116,4,7TA,8.7,AP,SOLANGE MARTINS JORDAO
1212014,20141,INF1008,2,3WB,6.2,AP,LUIZ FERNANDO BESSA SEIBEL
1212014,20141,INF1011,4,3WA,5.2,AP,ROBERTO IERUSALIMSCHY
1212014,20141,INF1016,4,3WA,1.4,RM,EDWARD HERMANN HAEUSLER
1212014,20141,INF1715,4,3WA,5.7,AP,ROBERTO IERUSALIMSCHY
1212014,20141,INF1721,4,3WB,5,AP,RAUL PIERRE RENTERIA
1212014,20141,MAT1154,4,33C,0.9,RM,NICOLAU CORCAO SALDANHA
1212014,20141,MAT1162,4,33C,1.7,RM,DEBORA FREIRE MONDAINI
1212014,20142,CRE1141,2,4TB,7.5,AP,EVA APARECIDA REZENDE DE MORAES
1212014,20142,INF1015,4,3WA,7,AP,EDWARD HERMANN HAEUSLER
1212014,20142,INF1301,4,3WB,6.1,AP,FLAVIO HELENO BEVILACQUA E SILVA
1212014,20142,INF1383,4,3WA,6.5,AP,SERGIO LIFSCHITZ
1212014,20142,MAT1154,4,33F,,CL,EDUARDO BARBOSA PINHEIRO
1212014,20142,MAT1162,4,33Y,,CL,DEBORA FREIRE MONDAINI
1213905,20121,INF1004,4,3WA,7.6,AP,SIMONE DINIZ JUNQUEIRA BARBOSA
1213905,20121,INF1008,2,3WA,5.4,AP,LUIZ FERNANDO BESSA SEIBEL
1213905,20121,INF1009,4,3WA,5.5,AP,BRUNO LOPES VIEIRA
1213905,20121,INF1403,4,3WA,2.9,RM,CLARISSE SIECKENIUS DE SOUZA
1213905,20121,INF1812,2,3WA,6,AP,MYRIAM SERTA COSTA
1213905,20121,MAT1161,6,33V,4.5,RM,LUANA SA DE AZEVEDO
1213905,20122,INF1006,4,3WA,7.7,AP,BRUNO FEIJO
1213905,20122,INF1012,2,3WB,5,AP,ARES
1213905,20122,MAT1161,6,33W,5.9,AP,MARCOS CRAIZER
1213905,20122,MAT1200,4,33T,5.1,AP,DEBORA FREIRE MONDAINI
1213905,20131,ADM1019,4,2WA,3.8,RM,RICARDO NOLLA RUIZ
1213905,20131,INF1010,4,3WA,5.7,AP,MARCO ANTONIO CASANOVA
1213905,20131,INF1010,4,3WB,,CD,MARCELO GATTASS
1213905,20131,INF1018,4,3WB,6,AP,ANA LUCIA DE MOURA
1213905,20131,INF1301,4,3WA,5,AP,ALESSANDRO FABRICIO GARCIA
1213905,20131,INF1626,4,3WA,,CD,EDWARD HERMANN HAEUSLER
1213905,20131,INF1631,4,3WA,5.3,AP,EDUARDO SANY LABER
1213905,20131,LET1113,4,1DA,9,AP,LEONARDO BERENGER ALVES CARNEIRO
1213905,20132,INF1383,4,3WA,4.7,RM,SERGIO LIFSCHITZ
1213905,20132,INF1626,4,3WB,,CL,BRUNO LOPES VIEIRA
1213905,20132,INF1636,4,3WA,8.3,AP,ARES
1213905,20132,INF1721,4,3WA,4.8,RM,EDUARDO SANY LABER
1213905,20132,INF1771,4,3WA,6.2,AP,EDIRLEI EVERSON SOARES DE LIMA
1213905,20141,CRE1100,4,7TI,,CL,IONE BORGES FERREIRA VICENTE
1213905,20141,INF1019,4,3WA,,CD,MARKUS ENDLER
1213905,20141,INF1403,4,3WB,6.7,AP,ALBERTO BARBOSA RAPOSO
1213905,20141,INF1626,4,3WA,5.6,AP,BRUNO LOPES VIEIRA
1213905,20141,INF1629,4,3WA,6.6,AP,JULIO CESAR SAMPAIO DO PRADO LEITE
1213905,20141,MAT1162,4,33A,4,RM,DEBORA FREIRE MONDAINI
1213905,20142,CRE1100,4,7TU,,CL,ALEXANDRE SOUZA CHAVES
1213905,20142,FIL1000,4,1CA,2.9,RM,EDGAR DE BRITO LYRA NETTO
1213905,20142,INF1013,4,3WA,4.7,RM,ARES
1213905,20142,INF1383,4,3WA,6.8,AP,SERGIO LIFSCHITZ
1213905,20142,INF1761,4,3WA,5.8,AP,MARCELO GATTASS
1213905,20142,MAT1162,4,33S,,CA,
1220533,20122,ENG1000,2,33H,7.9,AP,HUGO FUKS
1220533,20122,FIS1025,4,33T,0.4,RM,HORISTA A CONTRATAR
1220533,20122,MAT1157,6,33T,,CL,MIGUEL ADRIANO KOILLER SCHNOOR
1220533,20122,QUI1709,2,33T,6.2,AP,ADRIANA HADDAD NUDI
1220533,20122,QUI1720,4,33T,0.6,RM,PERCIO AUGUSTO MARDINI FARIAS
1220533,20131,ENG1003,2,33A,,LT,RONALDO RODRIGUES BASTOS
1220533,20131,FIS1025,4,33W,,LT,MARIA OSWALD MACHADO DE MATOS
1220533,20131,INF1009,4,3WA,,AT,EDWARD HERMANN HAEUSLER
1220533,20131,MAT1157,6,33V,,LT,MIGUEL ADRIANO KOILLER SCHNOOR
1220533,20132,INF1004,4,3WB,,CL,JOSE CARLOS RAMALHO MOREIRA
1220533,20132,INF1008,2,3WB,,CL,LUIZ FERNANDO BESSA SEIBEL
1220533,20132,INF1009,4,3WB,0,RM,TEMPO CONTINUO A DEFINIR
1220533,20132,INF1403,4,3WB,,CL,TEMPO CONTINUO A DEFINIR
1220533,20132,MAT1161,6,33I,,CL,LUANA SA DE AZEVEDO
1220533,20141,FIS1033,4,33V,,AT,DANIEL SOARES VELASCO
1220533,20141,FIS1034,2,33V,,AT,HIROSHI NUNOKAWA
1220533,20141,INF1009,4,3WB,,AT,TEMPO CONTINUO A DEFINIR
1220533,20141,MAT1161,6,33U,,AT,MIGUEL ADRIANO KOILLER SCHNOOR
1221592,20122,INF1004,4,3WA,3.9,RM,ARES
1221592,20122,INF1008,2,3WA,,CA,LUIZ FERNANDO BESSA SEIBEL
1221592,20122,INF1009,4,3WA,,CA,BRUNO LOPES VIEIRA
1221592,20122,INF1403,4,3WA,,CA,SIMONE DINIZ JUNQUEIRA BARBOSA
1221592,20122,INF1812,2,3WA,,CA,MYRIAM SERTA COSTA
1221592,20122,MAT1161,6,33W,3.2,RM,MARCOS CRAIZER
1221592,20131,ENG1000,2,338,,CD,HORISTA A CONTRATAR
1221592,20131,ENG1000,2,33B,6.1,AP,MAURO SPERANZA NETO
1221592,20131,FIS1033,4,33B,2.3,RM,RODRIGO PRIOLI MENEZES
1221592,20131,FIS1034,2,33E,6.1,AP,CARLOS ALBERTO DE ALMEIDA
1221592,20131,INF1004,4,3WB,5.9,AP,JOSE CARLOS RAMALHO MOREIRA
1221592,20131,MAT1161,6,33J,5.4,AP,CRISTIANE PINHO GUEDES
1221592,20131,MAT1161,6,33V,,CD,SINESIO PESCO
1221592,20131,MAT1200,4,33G,,CL,MONICA MOREIRA BARROS
1221592,20132,CRE1100,4,7TB,5.8,AP,MARCO ANTONIO GUSMAO BONELLI
1221592,20132,ENG1003,2,33C,8.4,AP,JOSE PAULO SILVA DE PAULA
1221592,20132,FIS1033,4,33V,4,RM,RODRIGO PRIOLI MENEZES
1221592,20132,INF1006,4,3WA,,CL,BRUNO FEIJO
1221592,20132,INF1008,2,3WB,,CD,LUIZ FERNANDO BESSA SEIBEL
1221592,20132,INF1009,4,3WA,,CD,BRUNO LOPES VIEIRA
1221592,20132,MAT1162,4,33Q,0.9,RM,LUANA SA DE AZEVEDO
1221592,20132,MAT1200,4,33Z,2.2,RM,MONICA MOREIRA BARROS
1221592,20141,CRE1127,4,7T1,,CD,CELSO PINTO CARIAS
1221592,20141,CRE1127,4,7TX,8.3,AP,PAULO ALVES ROMAO
1221592,20141,ENG1004,2,33F,,CL,RONALDO RODRIGUES BASTOS
1221592,20141,FIS1033,4,33V,1.1,RM,DANIEL SOARES VELASCO
1221592,20141,MAT1162,4,33R,2.1,RM,OTAVIO KAMINSKI DE OLIVEIRA
1221592,20141,MAT1200,4,33Q,,CD,ALESSANDRO GAIO CHIMENTON
1221592,20142,FIS1033,4,33V,4.4,RM,DANIEL SOARES VELASCO
1221592,20142,MAT1162,4,33Y,1.4,RM,DEBORA FREIRE MONDAINI
1221592,20142,MAT1200,4,33C,,CD,MIGUEL ADRIANO KOILLER SCHNOOR
1221592,20142,QUI1720,4,33Y,,CL,ADRIANA GIODA
1221559,20122,INF1004,4,3WA,3.4,RM,ARES
1221559,20122,INF1008,2,3WA,3.8,RM,LUIZ FERNANDO BESSA SEIBEL
1221559,20122,INF1009,4,3WA,2.6,RM,BRUNO LOPES VIEIRA
1221559,20122,INF1403,4,3WA,3.9,RM,SIMONE DINIZ JUNQUEIRA BARBOSA
1221559,20122,INF1812,2,3WA,6.5,AP,MYRIAM SERTA COSTA
1221559,20122,MAT1161,6,33W,1.5,RM,MARCOS CRAIZER
1221559,20131,CRE1100,4,7T9,,CL,MARCO ANTONIO GUSMAO BONELLI
1221559,20131,CRE1100,4,7TO,,CD,IONE BORGES FERREIRA VICENTE
1221559,20131,INF1004,4,3WB,5.9,AP,JOSE CARLOS RAMALHO MOREIRA
1221559,20131,INF1008,2,3WA,,CL,LUIZ FERNANDO BESSA SEIBEL
1221559,20131,INF1008,2,3WB,,CD,LUIZ FERNANDO BESSA SEIBEL
1221559,20131,INF1009,4,3WA,6,AP,EDWARD HERMANN HAEUSLER
1221559,20131,MAT1161,6,33I,,CL,SERGIO BERNARDO VOLCHAN
1221559,20131,MAT1161,6,33X,,CD,LUIS EDUARDO FERREIRA B MOREIRA
1221559,20131,MAT1200,4,33X,,CD,JYRKO CORREA MORRIS
1221559,20132,INF1006,4,3WA,,CL,BRUNO FEIJO
1221559,20132,INF1012,2,3WB,,CL,ARES
1221559,20132,INF1626,4,3WB,3.3,RM,BRUNO LOPES VIEIRA
1221559,20132,INF1631,4,3WB,,CJ,DAVID SOTELO PINHEIRO DA SILVA
1221559,20132,MAT1161,6,33K,1.7,RM,SINESIO PESCO
1221559,20132,MAT1200,4,33W,,CL,MIGUEL ADRIANO KOILLER SCHNOOR
1221547,20122,INF1004,4,3WA,,CL,ARES
1221547,20122,INF1008,2,3WA,,CL,LUIZ FERNANDO BESSA SEIBEL
1221547,20122,INF1009,4,3WA,,CL,BRUNO LOPES VIEIRA
1221547,20122,INF1403,4,3WA,,CL,SIMONE DINIZ JUNQUEIRA BARBOSA
1221547,20122,INF1812,2,3WA,,CL,MYRIAM SERTA COSTA
1221547,20122,MAT1161,6,33W,1,RM,MARCOS CRAIZER
1221547,20131,CRE1100,4,7TQ,9,AP,GERALDO MARQUES RAIMUNDO
1221547,20131,FIS1033,4,33V,1.6,RM,MARCELO DE ANDRADE DREUX
1221547,20131,FIS1034,2,33V,5.2,AP,DANIEL SOARES VELASCO
1221547,20131,MAT1161,6,33X,1.2,RM,LUIS EDUARDO FERREIRA B MOREIRA
1221547,20131,QUI1709,2,33V,5.5,AP,ALESSANDRO KAPPEL JORDAO
1221547,20131,QUI1720,4,33W,,CL,ALESSANDRO KAPPEL JORDAO
1221547,20132,CRE1127,4,7TT,9.3,AP,JOAO GERALDO MACHADO BELLOCCHIO
1221547,20132,FIL1002,4,47A,,CL,EDGAR DE BRITO LYRA NETTO
1221547,20132,GEO1116,4,27A,,CD,CLEBER MARQUES DE CASTRO
1221547,20132,JUR1003,2,2HB,,CL,PAULO ROBERTO SOARES MENDONCA
1221547,20132,JUR1004,2,2HA,,CL,CARLOS GUILHERME FRANCOVICH LUGONES
1221547,20132,JUR1031,4,2HA,,CL,MARCELLO RAPOSO CIOTOLA
1221547,20132,SOC1101,4,2KA,,CL,SAMARA LIMA TAVARES MANCEBO LERNER
1221547,20141,ADM1251,4,2GA,,CL,LIANA RIBEIRO DOS SANTOS
1221547,20141,ADM1259,4,2GD,,CL,EVANDRO DA SILVEIRA GOULART
1221547,20141,ADM1951,4,2GA,,CL,RENATA GEORGIA MOTTA KURTZ
1221547,20141,CRE1141,2,7T1,,CD,BARBARA PATARO BUCKER
1221547,20141,ECO1101,4,2GA,1.4,RM,MERIDA ALBERTA HERASME MEDINA
1221547,20141,LET1040,4,1GA,,CL,CLARISSA ROLLIN PINHEIRO BASTOS
1221547,20141,LET1294,6,1DA,,CD,MONICA SPITALNIK NATHAN
1221547,20141,MAT1127,4,3GA,,CL,GLACIR DE OLIVEIRA G ZAPATA
1221547,20142,CRE1141,2,7TO,7.2,AP,EVA APARECIDA REZENDE DE MORAES
1221547,20142,ENG1000,2,33D,1.2,RM,MAURO SPERANZA NETO
1221547,20142,ENG1000,2,33R,,CD,MAURO SPERANZA NETO
1221547,20142,FIS1033,4,33V,1.2,RM,DANIEL SOARES VELASCO
1221547,20142,LET1295,6,1DA,9.1,AP,MARCIA OLIVE NOVELLINO
1221547,20142,MAT1161,6,33J,5.7,AP,CRISTIANE PINHO GUEDES
1221547,20142,QUI1720,4,33W,0.6,RM,ALESSANDRO KAPPEL JORDAO
1221541,20122,INF1004,4,3WA,0.1,RM,ARES
1221541,20122,INF1008,2,3WA,0.4,RM,LUIZ FERNANDO BESSA SEIBEL
1221541,20122,INF1009,4,3WA,0,RF,BRUNO LOPES VIEIRA
1221541,20122,INF1403,4,3WA,2.2,RM,SIMONE DINIZ JUNQUEIRA BARBOSA
1221541,20122,INF1812,2,3WA,0,RF,MYRIAM SERTA COSTA
1221541,20122,MAT1161,6,33W,1.4,RM,MARCOS CRAIZER
1221541,20131,INF1005,4,33K,,CL,HELIO CORTES VIEIRA LOPES
1221541,20131,INF1008,2,3WB,0.1,RM,LUIZ FERNANDO BESSA SEIBEL
1221541,20131,MAT1161,6,33X,0.7,RM,LUIS EDUARDO FERREIRA B MOREIRA
1221541,20132,INF1009,4,3WB,0,RM,TEMPO CONTINUO A DEFINIR
1221541,20132,MAT1161,6,33I,0.1,RM,LUANA SA DE AZEVEDO
1221536,20122,INF1004,4,3WA,,CL,ARES
1221536,20122,INF1008,2,3WA,0.7,RM,LUIZ FERNANDO BESSA SEIBEL
1221536,20122,INF1009,4,3WA,0.1,RM,BRUNO LOPES VIEIRA
1221536,20122,INF1403,4,3WA,0.6,RM,SIMONE DINIZ JUNQUEIRA BARBOSA
1221536,20122,INF1812,2,3WA,6,AP,MYRIAM SERTA COSTA
1221536,20122,MAT1161,6,33W,0.6,RM,MARCOS CRAIZER
1221536,20131,INF1004,4,3WA,0,RM,ARES
1221536,20131,INF1008,2,3WA,0,RM,LUIZ FERNANDO BESSA SEIBEL
1221536,20131,INF1012,2,3WA,0,RM,ARES
1221536,20132,CRE1100,4,7T8,0,RF,ROBERTO TEIXEIRA CORREA
1221536,20132,INF1009,4,3WB,0,RM,TEMPO CONTINUO A DEFINIR
1221536,20132,MAT1200,4,33X,0,RM,LILIANA MANUELA GASPAR C DA COSTA
1221536,20141,CRE1100,4,4TC,0,RM,ALEXANDRE SOUZA CHAVES
1221536,20141,FIL1000,4,1CA,0,RM,EDGAR DE BRITO LYRA NETTO
1221536,20141,INF1009,4,3WB,0,RM,TEMPO CONTINUO A DEFINIR
1221536,20141,MAT1200,4,33W,0,RM,AGNALDO DA CONCEICAO ESQUINCALHA
1221536,20142,CRE1100,4,7T5,0,RM,MARCO ANTONIO GUSMAO BONELLI
1221536,20142,FIL1000,4,1HA,0,RM,VERA MARIA PEREIRA DE M HENRIQUES
1221536,20142,INF1009,4,3WB,,CD,TEMPO CONTINUO A DEFINIR
1221536,20142,INF1403,4,3WB,0,RM,CLARISSE SIECKENIUS DE SOUZA
1221536,20142,MAT1200,4,33N,0,RF,MYRIAM SERTA COSTA
1221524,20081,INF1315,6,3VA,8.4,AP,LUIZ FERNANDO BESSA SEIBEL
1221524,20081,INF1381,6,3VA,6.6,AP,ALEXANDRE MALHEIROS MESLIN
1221524,20081,INF1401,5,3VA,5.1,AP,SERGIO EMANUEL DIAS CAMPOS
1221524,20081,LET1920,2,1VA,8.5,AP,CLARISSA ROLLIN PINHEIRO BASTOS
1221524,20081,MAT1002,5,3VA,6.2,AP,MYRIAM SERTA COSTA
1221524,20082,INF1318,6,3VA,7.6,AP,JOISA DE SOUZA OLIVEIRA
1221524,20082,INF1402,4,3VA,,CL,ARES
1221524,20082,INF1403,4,3VA,4.3,RM,SIMONE DINIZ JUNQUEIRA BARBOSA
1221524,20082,MAT1082,4,3VA,,CL,EDWARD HERMANN HAEUSLER
1221524,20082,MAT1135,5,3VA,,CL,VERA SYME JACOB BENZECRY
1221524,20091,EFI1384,2,5TA,,NC,HUMBERTO DA ROCHA VIANA
1221524,20111,INF1012,2,3WA,7.3,AP,ARES
1221524,20112,CRE1100,4,7T5,9.5,AP,ROBERTO TEIXEIRA CORREA
1221524,20112,FIS1033,4,33V,,CL,DANIEL SOARES VELASCO
1221524,20112,FIS1034,2,33V,,CL,GABRIEL DI LEMOS SANTIAGO LIMA
1221524,20112,INF1301,4,3WB,6.6,AP,FLAVIO HELENO BEVILACQUA E SILVA
1221524,20112,INF1383,4,3WB,7.6,AP,SERGIO LIFSCHITZ
1221524,20112,MAT1200,4,33V,,CL,CRISTIANE PINHO GUEDES
1221524,20121,CRE1127,4,7T2,9.4,AP,EVA APARECIDA REZENDE DE MORAES
1221524,20121,INF1010,4,3WB,8.5,AP,LUCIANO PEREIRA SOARES
1221524,20121,INF1631,4,3WA,,CL,DAVID SOTELO PINHEIRO DA SILVA
1221524,20121,MAT1161,6,33W,,CL,JULIANA ABRANTES FREIRE
1221524,20122,INF1004,4,3WA,,CA,ARES
1221524,20122,INF1008,2,3WA,,CA,LUIZ FERNANDO BESSA SEIBEL
1221524,20122,INF1009,4,3WA,6.6,AP,BRUNO LOPES VIEIRA
1221524,20122,INF1403,4,3WA,5.8,AP,SIMONE DINIZ JUNQUEIRA BARBOSA
1221524,20122,INF1812,2,3WA,9.5,AP,MYRIAM SERTA COSTA
1221524,20122,MAT1161,6,33W,6.1,AP,MARCOS CRAIZER
1221524,20131,CRE1141,2,7TV,9.1,AP,EVA APARECIDA REZENDE DE MORAES
1221524,20131,FIS1033,4,33V,2,RM,MARCELO DE ANDRADE DREUX
1221524,20131,FIS1034,2,33V,7.2,AP,DANIEL SOARES VELASCO
1221524,20131,MAT1162,4,33G,2.3,RM,RICARDO DE SA EARP
1221524,20131,MAT1200,4,33U,,CL,CRISTIANE PINHO GUEDES
1221492,20122,INF1004,4,3WA,1.6,RM,ARES
1221492,20122,INF1008,2,3WA,7.9,AP,LUIZ FERNANDO BESSA SEIBEL
1221492,20122,INF1009,4,3WA,4,RM,BRUNO LOPES VIEIRA
1221492,20122,INF1403,4,3WA,0.4,RM,SIMONE DINIZ JUNQUEIRA BARBOSA
1221492,20122,INF1812,2,3WA,0,RF,MYRIAM SERTA COSTA
1221492,20122,MAT1161,6,33W,7.1,AP,MARCOS CRAIZER
1221465,20122,INF1004,4,3WA,,CL,ARES
1221465,20122,INF1008,2,3WA,0,RM,LUIZ FERNANDO BESSA SEIBEL
1221465,20122,INF1009,4,3WA,0,RF,BRUNO LOPES VIEIRA
1221465,20122,INF1403,4,3WA,2.7,RM,SIMONE DINIZ JUNQUEIRA BARBOSA
1221465,20122,INF1812,2,3WA,,CL,MYRIAM SERTA COSTA
1221465,20122,MAT1161,6,33W,,CL,MARCOS CRAIZER
1221465,20131,INF1403,4,3WA,4.5,RM,CLARISSE SIECKENIUS DE SOUZA
1221465,20131,MAT1161,6,33V,,CD,SINESIO PESCO
1221465,20131,MAT1161,6,33Y,0.5,RM,SINESIO PESCO
1221465,20141,DSG1403,2,1AB,,CL,ALESSANDRA CARUSI MACHADO BEZERRA
1221465,20141,EMP1200,2,80B,1.7,RM,LUIS FELIPE SAO THIAGO DE CARVALHO
1221465,20141,EMP1504,4,80A,6.7,AP,SYLVIA THEREZINHA DE ALMEIDA MORAES
1221465,20141,INF1020,4,3WA,0.1,RM,LUIZ FERNANDO BESSA SEIBEL
1221465,20141,LET1950,2,1DA,1.9,RM,CLAUDIA FERNANDA CHIGRES
1221459,20122,INF1004,4,3WA,3,RM,ARES
1221459,20122,INF1008,2,3WA,5.7,AP,LUIZ FERNANDO BESSA SEIBEL
1221459,20122,INF1009,4,3WA,5.1,AP,BRUNO LOPES VIEIRA
1221459,20122,INF1403,4,3WA,,CL,SIMONE DINIZ JUNQUEIRA BARBOSA
1221459,20122,INF1812,2,3WA,9,AP,MYRIAM SERTA COSTA
1221459,20122,MAT1161,6,33W,5,AP,MARCOS CRAIZER
1221459,20131,ENG1000,2,339,,CA,HORISTA A CONTRATAR
1221459,20131,ENG1000,2,33O,7.8,AP,JOAO QUEIROZ KRAUSE
1221459,20131,FIS1033,4,33V,1.9,RM,MARCELO DE ANDRADE DREUX
1221459,20131,FIS1034,2,33W,6.9,AP,DANIEL SOARES VELASCO
1221459,20131,MAT1162,4,33K,,CL,LUANA SA DE AZEVEDO
1221459,20131,QUI1709,2,33M,5.5,AP,ALESSANDRO KAPPEL JORDAO
1221459,20131,QUI1720,4,33P,0.8,RM,CRISTIANE MARIA DE MELLO A PORTELLA
1221459,20132,CRE1100,4,7TA,8.5,AP,MARCO ANTONIO GUSMAO BONELLI
1221459,20132,ENG1003,2,33G,9.8,AP,RONALDO RODRIGUES BASTOS
1221459,20132,ENG1201,2,3VB,6.7,AP,MICHELE DAL TOE CASAGRANDE
1221459,20132,ENG1202,2,3VE,9,AP,RAFAEL SILVA RIBEIRO
1221459,20132,FIS1033,4,33V,4.2,RM,RODRIGO PRIOLI MENEZES
1221459,20132,INF1005,4,33C,7.3,AP,SERGIO COLCHER
1221459,20132,MAT1200,4,33T,,CL,JYRKO CORREA MORRIS
1221459,20141,CRE1127,4,7TO,9.3,AP,MARCOS VINICIO MIRANDA VIEIRA
1221459,20141,ENG1004,2,33A,8.6,AP,RONALDO RODRIGUES BASTOS
1221459,20141,FIL1000,4,1CA,7,AP,EDGAR DE BRITO LYRA NETTO
1221459,20141,FIS1033,4,33V,5,AP,DANIEL SOARES VELASCO
1221459,20141,INF1007,4,33C,5,AP,MARCELO GATTASS
1221459,20141,MAT1162,4,33S,,CL,OTAVIO KAMINSKI DE OLIVEIRA
1221459,20142,CRE1141,2,7TP,9,AP,EVA APARECIDA REZENDE DE MORAES
1221459,20142,FIS1041,4,33F,1.9,RM,ELIZANDRA MARTINS SILVA
1221459,20142,FIS1041,4,33H,,CD,ELIZANDRA MARTINS SILVA
1221459,20142,FIS1042,2,33J,8.9,AP,HORTENCIO ALVES BORGES
1221459,20142,JUR1016,2,23B,8.4,AP,JOB ELOISIO VIEIRA GOMES
1221459,20142,MAT1162,4,33H,,CD,LUANA SA DE AZEVEDO
1221459,20142,MAT1162,4,33W,1.3,RM,DEBORA FREIRE MONDAINI
1221459,20142,MAT1200,4,33A,,CL,THOMAS MAURICE LEWINER
1221459,20142,MAT1200,4,33L,,CD,MIGUEL ADRIANO KOILLER SCHNOOR
1221223,20122,INF1004,4,3WA,0,RM,ARES
1221223,20122,INF1008,2,3WA,0.2,RM,LUIZ FERNANDO BESSA SEIBEL
1221223,20122,INF1009,4,3WA,,CA,BRUNO LOPES VIEIRA
1221223,20122,INF1403,4,3WA,0.8,RM,SIMONE DINIZ JUNQUEIRA BARBOSA
1221223,20122,INF1812,2,3WA,0,RF,MYRIAM SERTA COSTA
1221223,20122,MAT1161,6,33W,,CL,MARCOS CRAIZER
1221223,20131,BIO1001,4,47A,,AT,JAKELINE PRATA DE ASSIS PIRES
1221223,20131,BIO1002,4,47A,,AT,ALEXANDRE GABRIEL CHRISTO
1221223,20131,BIO1111,6,47A,,AT,VITOR HUGO DOS SANTOS GOMES MAIA
1221223,20131,BIO1121,6,47A,,AT,ROMULO BARROSO BAPTISTA
1221223,20131,GEO1115,2,27A,,AT,CLEBER MARQUES DE CASTRO
1221191,20122,ENG1000,2,33H,9.4,AP,HUGO FUKS
1221191,20122,FIS1025,4,33O,,CL,ENRIQUE VICTORIANO ANDA
